"Sample","Timestamp","Status","RttMs"
"34","2026-04-09T01:22:40.6027790+03:00","Success","21"
"35","2026-04-09T01:22:40.8857753+03:00","Success","21"
"36","2026-04-09T01:22:41.1687523+03:00","Success","22"
"37","2026-04-09T01:22:41.4523148+03:00","Success","21"
"38","2026-04-09T01:22:41.7308666+03:00","Success","22"
"39","2026-04-09T01:22:42.0125853+03:00","Success","22"
"40","2026-04-09T01:22:42.2943029+03:00","Success","22"
"41","2026-04-09T01:22:42.5756241+03:00","Success","21"
"42","2026-04-09T01:22:42.8550763+03:00","Success","21"
"43","2026-04-09T01:22:43.1370059+03:00","Success","21"
"44","2026-04-09T01:22:43.4185446+03:00","Success","22"
"45","2026-04-09T01:22:43.6999775+03:00","Success","22"
"46","2026-04-09T01:22:43.9790272+03:00","Success","21"
"47","2026-04-09T01:22:44.2604565+03:00","Success","22"
"48","2026-04-09T01:22:44.5392182+03:00","Success","22"
"49","2026-04-09T01:22:44.8231418+03:00","Success","21"
"50","2026-04-09T01:22:45.1022160+03:00","Success","22"
"51","2026-04-09T01:22:45.3826828+03:00","Success","22"
"52","2026-04-09T01:22:45.6634043+03:00","Success","22"
"53","2026-04-09T01:22:45.9459531+03:00","Success","21"
"54","2026-04-09T01:22:46.2261050+03:00","Success","21"
"55","2026-04-09T01:22:46.5097629+03:00","Success","22"
"56","2026-04-09T01:22:46.7885366+03:00","Success","21"
"57","2026-04-09T01:22:47.0690146+03:00","Success","21"
"58","2026-04-09T01:22:47.3509014+03:00","Success","22"
"59","2026-04-09T01:22:47.6300698+03:00","Success","21"
"60","2026-04-09T01:22:47.9095584+03:00","Success","21"
"61","2026-04-09T01:22:48.1931819+03:00","Success","22"
"62","2026-04-09T01:22:48.4683548+03:00","Success","22"
"63","2026-04-09T01:22:48.7614412+03:00","Success","22"
"64","2026-04-09T01:22:49.0457564+03:00","Success","21"
"65","2026-04-09T01:22:49.3259669+03:00","Success","21"
"66","2026-04-09T01:22:49.6054473+03:00","Success","21"
"67","2026-04-09T01:22:49.8856733+03:00","Success","21"
"68","2026-04-09T01:22:50.1659246+03:00","Success","21"
"69","2026-04-09T01:22:50.4478221+03:00","Success","21"
"70","2026-04-09T01:22:50.7287387+03:00","Success","22"
"71","2026-04-09T01:22:51.0084100+03:00","Success","22"
"72","2026-04-09T01:22:51.2902732+03:00","Success","22"
"73","2026-04-09T01:22:51.5705117+03:00","Success","22"
"74","2026-04-09T01:22:51.8536972+03:00","Success","21"
"75","2026-04-09T01:22:52.1340737+03:00","Success","21"
"76","2026-04-09T01:22:52.4124171+03:00","Success","22"
"77","2026-04-09T01:22:52.6924904+03:00","Success","22"
"78","2026-04-09T01:22:52.9669496+03:00","Success","21"
"79","2026-04-09T01:22:53.2482381+03:00","Success","21"
"80","2026-04-09T01:22:53.5311069+03:00","Success","22"
"81","2026-04-09T01:22:53.8146770+03:00","Success","22"
"82","2026-04-09T01:22:54.0920147+03:00","Success","21"
"83","2026-04-09T01:22:54.3736654+03:00","Success","21"
"84","2026-04-09T01:22:54.6554570+03:00","Success","22"
"85","2026-04-09T01:22:54.9358094+03:00","Success","21"
"86","2026-04-09T01:22:55.2150709+03:00","Success","21"
"87","2026-04-09T01:22:55.4956127+03:00","Success","22"
"88","2026-04-09T01:22:55.7764613+03:00","Success","22"
"89","2026-04-09T01:22:56.0564664+03:00","Success","21"
"90","2026-04-09T01:22:56.3345364+03:00","Success","21"
"91","2026-04-09T01:22:56.6155507+03:00","Success","21"
"92","2026-04-09T01:22:56.9008594+03:00","Success","21"
"93","2026-04-09T01:22:57.1747624+03:00","Success","21"
"94","2026-04-09T01:22:57.4544213+03:00","Success","22"
"95","2026-04-09T01:22:57.7355461+03:00","Success","21"
"96","2026-04-09T01:22:58.0148218+03:00","Success","21"
"97","2026-04-09T01:22:58.2916169+03:00","Success","21"
"98","2026-04-09T01:22:58.5752776+03:00","Success","21"
"99","2026-04-09T01:22:58.8537695+03:00","Success","21"
"100","2026-04-09T01:22:59.1372166+03:00","Success","21"
"101","2026-04-09T01:22:59.4165057+03:00","Success","21"
"102","2026-04-09T01:22:59.6984274+03:00","Success","22"
"103","2026-04-09T01:22:59.9787484+03:00","Success","22"
"104","2026-04-09T01:23:00.2588440+03:00","Success","22"
"105","2026-04-09T01:23:00.5388363+03:00","Success","21"
"106","2026-04-09T01:23:00.8204082+03:00","Success","21"
"107","2026-04-09T01:23:01.1045068+03:00","Success","29"
"108","2026-04-09T01:23:01.3871734+03:00","Success","22"
"109","2026-04-09T01:23:01.6648835+03:00","Success","22"
"110","2026-04-09T01:23:01.9455797+03:00","Success","21"
"111","2026-04-09T01:23:02.2259099+03:00","Success","21"
"112","2026-04-09T01:23:02.5061474+03:00","Success","22"
"113","2026-04-09T01:23:02.7898435+03:00","Success","21"
"114","2026-04-09T01:23:03.0662935+03:00","Success","22"
"115","2026-04-09T01:23:03.3455683+03:00","Success","21"
"116","2026-04-09T01:23:03.6266247+03:00","Success","22"
"117","2026-04-09T01:23:03.9083969+03:00","Success","21"
"118","2026-04-09T01:23:04.1866212+03:00","Success","21"
"119","2026-04-09T01:23:04.4703870+03:00","Success","21"
"120","2026-04-09T01:23:04.7515116+03:00","Success","21"
